tool,depth,specie,sequencing_id,mrd,batch,precision,recall,f1score
NanoMGT,220,salmonella_enterica,SRR27755678,0.01,8,0.391304347826087,1.0,0.5625
NanoMGT,220,salmonella_enterica,SRR27755678,0.01,9,0.3629032258064516,1.0,0.5325443786982249
NanoMGT,220,salmonella_enterica,SRR27755678,0.01,10,0.3629032258064516,1.0,0.5325443786982249
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,1,0.3006535947712418,0.23958333333333334,0.2666666666666667
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,2,0.4692737430167598,0.4375,0.4528301886792453
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,3,0.5291005291005291,0.5208333333333334,0.5249343832020998
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,4,0.6067415730337079,0.84375,0.7058823529411764
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,5,0.6018957345971564,0.6614583333333334,0.6302729528535981
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,6,0.583732057416268,0.6354166666666666,0.6084788029925187
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,7,0.6480836236933798,0.96875,0.7766179540709811
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,8,0.6280193236714976,0.6770833333333334,0.6516290726817043
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,9,0.627906976744186,0.703125,0.6633906633906633
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.01,10,0.6208530805687204,0.6822916666666666,0.6501240694789081
NanoMGT,120,ecoli,ERR12533301,0.01,1,0.056,0.17073170731707318,0.08433734939759037
NanoMGT,120,ecoli,ERR12533301,0.01,2,0.17567567567567569,0.6341463414634146,0.2751322751322752
NanoMGT,120,ecoli,ERR12533301,0.01,3,0.22077922077922077,0.8292682926829268,0.3487179487179487
NanoMGT,120,ecoli,ERR12533301,0.01,4,0.2222222222222222,0.8292682926829268,0.35051546391752575
NanoMGT,120,ecoli,ERR12533301,0.01,5,0.21875,0.8536585365853658,0.3482587064676617
NanoMGT,120,ecoli,ERR12533301,0.01,6,0.25675675675675674,0.926829268292683,0.4021164021164021
NanoMGT,120,ecoli,ERR12533301,0.01,7,0.22875816993464052,0.8536585365853658,0.36082474226804123
NanoMGT,120,ecoli,ERR12533301,0.01,8,0.24161073825503357,0.8780487804878049,0.37894736842105264
NanoMGT,120,ecoli,ERR12533301,0.01,9,0.2564102564102564,0.975609756097561,0.40609137055837563
NanoMGT,120,ecoli,ERR12533301,0.01,10,0.26666666666666666,0.975609756097561,0.418848167539267
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,1,0.04032258064516129,0.1111111111111111,0.0591715976331361
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,2,0.1484375,0.4222222222222222,0.21965317919075142
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,3,0.2222222222222222,0.6666666666666666,0.3333333333333333
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,4,0.24444444444444444,0.7333333333333333,0.36666666666666664
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,5,0.27205882352941174,0.8222222222222222,0.4088397790055249
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,6,0.25874125874125875,0.8222222222222222,0.39361702127659576
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,7,0.27205882352941174,0.8222222222222222,0.4088397790055249
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,8,0.27007299270072993,0.8222222222222222,0.4065934065934066
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,9,0.2867647058823529,0.8666666666666667,0.4309392265193371
NanoMGT,120,salmonella_enterica,SRR27136088,0.01,10,0.2708333333333333,0.8666666666666667,0.41269841269841273
NanoMGT,220,staph_aureus,SRR28370694,0.01,1,0.24096385542168675,0.5,0.3252032520325203
NanoMGT,220,staph_aureus,SRR28370694,0.01,2,0.3058823529411765,0.65,0.41600000000000004
NanoMGT,220,staph_aureus,SRR28370694,0.01,3,0.3229166666666667,0.775,0.45588235294117657
NanoMGT,220,staph_aureus,SRR28370694,0.01,4,0.3711340206185567,0.9,0.5255474452554746
NanoMGT,220,staph_aureus,SRR28370694,0.01,5,0.39361702127659576,0.925,0.5522388059701493
NanoMGT,220,staph_aureus,SRR28370694,0.01,6,0.4065934065934066,0.925,0.564885496183206
NanoMGT,220,staph_aureus,SRR28370694,0.01,7,0.3979591836734694,0.975,0.5652173913043478
NanoMGT,220,staph_aureus,SRR28370694,0.01,8,0.4148936170212766,0.975,0.582089552238806
NanoMGT,220,staph_aureus,SRR28370694,0.01,9,0.40625,0.975,0.5735294117647058
NanoMGT,220,staph_aureus,SRR28370694,0.01,10,0.4105263157894737,0.975,0.5777777777777777
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,1,0.12949640287769784,0.09375,0.10876132930513596
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,2,0.2802547770700637,0.22916666666666666,0.2521489971346705
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,3,0.3411764705882353,0.3020833333333333,0.3204419889502762
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,4,0.44559585492227977,0.4479166666666667,0.4467532467532468
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,5,0.49767441860465117,0.5572916666666666,0.5257985257985257
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,6,0.5067873303167421,0.5833333333333334,0.5423728813559322
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,7,0.5589519650655022,0.6666666666666666,0.6080760095011877
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,8,0.5789473684210527,0.6875,0.6285714285714286
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,9,0.5701754385964912,0.6770833333333334,0.6190476190476192
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.01,10,0.5622317596566524,0.6822916666666666,0.6164705882352941
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,1,0.07142857142857142,0.2,0.10526315789473682
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,2,0.11363636363636363,0.3333333333333333,0.16949152542372878
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,3,0.13636363636363635,0.4,0.20338983050847456
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,4,0.13333333333333333,0.4,0.2
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,5,0.13043478260869565,0.4,0.19672131147540983
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,6,0.19148936170212766,0.6,0.29032258064516125
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,7,0.2,0.6,0.3
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,8,0.1956521739130435,0.6,0.29508196721311475
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,9,0.23404255319148937,0.7333333333333333,0.3548387096774194
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.01,10,0.2222222222222222,0.6666666666666666,0.3333333333333333
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,1,0.06557377049180328,0.17777777777777778,0.09580838323353295
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,2,0.16666666666666666,0.35555555555555557,0.22695035460992907
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,3,0.20149253731343283,0.6,0.3016759776536313
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,4,0.2761904761904762,0.6444444444444445,0.38666666666666666
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,5,0.3113207547169811,0.7333333333333333,0.4370860927152318
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,6,0.28378378378378377,0.9333333333333333,0.4352331606217617
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,7,0.3,0.9333333333333333,0.45405405405405397
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,8,0.3161764705882353,0.9555555555555556,0.47513812154696133
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,9,0.31386861313868614,0.9555555555555556,0.4725274725274725
NanoMGT,220,salmonella_enterica,SRR27136088,0.01,10,0.32116788321167883,0.9777777777777777,0.4835164835164835
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,1,0.047619047619047616,0.06666666666666667,0.05555555555555555
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,2,0.125,0.2,0.15384615384615385
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,3,0.3076923076923077,0.5333333333333333,0.3902439024390244
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,4,0.35714285714285715,0.6666666666666666,0.46511627906976744
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,5,0.41379310344827586,0.8,0.5454545454545454
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,6,0.42857142857142855,0.8,0.5581395348837209
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,7,0.3783783783783784,0.9333333333333333,0.5384615384615385
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,8,0.42424242424242425,0.9333333333333333,0.5833333333333333
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,9,0.4166666666666667,1.0,0.5882352941176471
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.01,10,0.39473684210526316,1.0,0.5660377358490566
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,1,0.014388489208633094,0.044444444444444446,0.021739130434782608
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,2,0.09090909090909091,0.26666666666666666,0.13559322033898305
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,3,0.13970588235294118,0.4222222222222222,0.20994475138121546
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,4,0.19117647058823528,0.5777777777777777,0.287292817679558
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,5,0.2318840579710145,0.7111111111111111,0.34972677595628415
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,6,0.25,0.7555555555555555,0.3756906077348066
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,7,0.2463768115942029,0.7555555555555555,0.37158469945355194
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,8,0.25874125874125875,0.8222222222222222,0.39361702127659576
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,9,0.25170068027210885,0.8222222222222222,0.38541666666666663
NanoMGT,120,salmonella_enterica,SRR28399428,0.01,10,0.24666666666666667,0.8222222222222222,0.3794871794871795
NanoMGT,120,ecoli,SRR25689478,0.01,1,0.012987012987012988,0.024390243902439025,0.016949152542372885
NanoMGT,120,ecoli,SRR25689478,0.01,2,0.044642857142857144,0.12195121951219512,0.06535947712418301
NanoMGT,120,ecoli,SRR25689478,0.01,3,0.07894736842105263,0.21951219512195122,0.11612903225806452
NanoMGT,120,ecoli,SRR25689478,0.01,4,0.20618556701030927,0.4878048780487805,0.2898550724637681
NanoMGT,120,ecoli,SRR25689478,0.01,5,0.21568627450980393,0.5365853658536586,0.3076923076923077
NanoMGT,120,ecoli,SRR25689478,0.01,6,0.27184466019417475,0.6829268292682927,0.3888888888888889
NanoMGT,120,ecoli,SRR25689478,0.01,7,0.24647887323943662,0.8536585365853658,0.38251366120218583
NanoMGT,120,ecoli,SRR25689478,0.01,8,0.3090909090909091,0.8292682926829268,0.4503311258278146
NanoMGT,120,ecoli,SRR25689478,0.01,9,0.30701754385964913,0.8536585365853658,0.45161290322580644
NanoMGT,120,ecoli,SRR25689478,0.01,10,0.30357142857142855,0.8292682926829268,0.4444444444444445
NanoMGT,220,ecoli,SRR25689478,0.01,1,0.013888888888888888,0.024390243902439025,0.017699115044247787
NanoMGT,220,ecoli,SRR25689478,0.01,2,0.06944444444444445,0.12195121951219512,0.08849557522123895
NanoMGT,220,ecoli,SRR25689478,0.01,3,0.20238095238095238,0.4146341463414634,0.27199999999999996
NanoMGT,220,ecoli,SRR25689478,0.01,4,0.28421052631578947,0.6585365853658537,0.3970588235294118
NanoMGT,220,ecoli,SRR25689478,0.01,5,0.31868131868131866,0.7073170731707317,0.43939393939393934
NanoMGT,220,ecoli,SRR25689478,0.01,6,0.37,0.9024390243902439,0.524822695035461
NanoMGT,220,ecoli,SRR25689478,0.01,7,0.40425531914893614,0.926829268292683,0.562962962962963
NanoMGT,220,ecoli,SRR25689478,0.01,8,0.41935483870967744,0.9512195121951219,0.582089552238806
NanoMGT,220,ecoli,SRR25689478,0.01,9,0.4105263157894737,0.9512195121951219,0.573529411764706
NanoMGT,220,ecoli,SRR25689478,0.01,10,0.38461538461538464,0.975609756097561,0.5517241379310346
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,1,0.19863013698630136,0.15104166666666666,0.17159763313609466
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,2,0.37790697674418605,0.3385416666666667,0.3571428571428571
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,3,0.47668393782383417,0.4791666666666667,0.4779220779220779
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,4,0.5601851851851852,0.6302083333333334,0.5931372549019609
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,5,0.5540540540540541,0.640625,0.5942028985507247
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,6,0.5466666666666666,0.640625,0.5899280575539567
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,7,0.5720338983050848,0.703125,0.6308411214953271
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,8,0.5569620253164557,0.6875,0.6153846153846154
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,9,0.562753036437247,0.7239583333333334,0.6332574031890661
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.01,10,0.5601659751037344,0.703125,0.6235565819861432
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,1,0.2781456953642384,0.21875,0.24489795918367344
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,2,0.41899441340782123,0.390625,0.4043126684636119
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,3,0.5424528301886793,0.5989583333333334,0.5693069306930694
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,4,0.5539906103286385,0.6145833333333334,0.582716049382716
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,5,0.5669642857142857,0.6614583333333334,0.610576923076923
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,6,0.5575221238938053,0.65625,0.6028708133971291
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,7,0.575107296137339,0.6979166666666666,0.6305882352941177
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,8,0.5689655172413793,0.6875,0.6226415094339622
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,9,0.5739130434782609,0.6875,0.6255924170616114
NanoMGT,170,campylobacter_jejuni,SRR27638397,0.01,10,0.5789473684210527,0.6875,0.6285714285714286
NanoMGT,170,ecoli,ERR12533301,0.01,1,0.07692307692307693,0.21951219512195122,0.11392405063291139
NanoMGT,170,ecoli,ERR12533301,0.01,2,0.20300751879699247,0.6585365853658537,0.31034482758620685
NanoMGT,170,ecoli,ERR12533301,0.01,3,0.24285714285714285,0.8292682926829268,0.37569060773480667
NanoMGT,170,ecoli,ERR12533301,0.01,4,0.23636363636363636,0.9512195121951219,0.3786407766990291
NanoMGT,170,ecoli,ERR12533301,0.01,5,0.26356589147286824,0.8292682926829268,0.4000000000000001
NanoMGT,170,ecoli,ERR12533301,0.01,6,0.2638888888888889,0.926829268292683,0.41081081081081083
NanoMGT,170,ecoli,ERR12533301,0.01,7,0.2898550724637681,0.975609756097561,0.44692737430167606
NanoMGT,170,ecoli,ERR12533301,0.01,8,0.2949640287769784,1.0,0.45555555555555555
NanoMGT,170,ecoli,ERR12533301,0.01,9,0.23952095808383234,0.975609756097561,0.3846153846153846
NanoMGT,170,ecoli,ERR12533301,0.01,10,0.24550898203592814,1.0,0.3942307692307692
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,1,0.07142857142857142,0.06666666666666667,0.0689655172413793
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,2,0.25,0.26666666666666666,0.2580645161290323
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,3,0.3157894736842105,0.4,0.35294117647058826
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,4,0.43478260869565216,0.6666666666666666,0.5263157894736841
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,5,0.5,0.7333333333333333,0.5945945945945945
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,6,0.5714285714285714,0.8,0.6666666666666666
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,7,0.5909090909090909,0.8666666666666667,0.7027027027027029
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,8,0.5652173913043478,0.8666666666666667,0.6842105263157895
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,9,0.6086956521739131,0.9333333333333333,0.7368421052631579
NanoMGT,220,klebsiella_pneumoniae,SRR27348733,0.01,10,0.6521739130434783,1.0,0.7894736842105263
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,1,0.054945054945054944,0.1111111111111111,0.07352941176470587
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,2,0.13978494623655913,0.28888888888888886,0.18840579710144925
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,3,0.17886178861788618,0.4888888888888889,0.26190476190476186
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,4,0.224,0.6222222222222222,0.3294117647058824
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,5,0.2708333333333333,0.5777777777777777,0.36879432624113473
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,6,0.2764227642276423,0.7555555555555555,0.4047619047619048
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,7,0.3008130081300813,0.8222222222222222,0.4404761904761905
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,8,0.34375,0.7333333333333333,0.4680851063829787
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,9,0.3548387096774194,0.7333333333333333,0.47826086956521735
NanoMGT,220,salmonella_enterica,SRR28399428,0.01,10,0.36,0.8,0.4965517241379309
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,1,0.07386363636363637,0.06770833333333333,0.07065217391304347
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,2,0.22564102564102564,0.22916666666666666,0.22739018087855295
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,3,0.3140096618357488,0.3385416666666667,0.32581453634085217
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,4,0.3130841121495327,0.3489583333333333,0.3300492610837439
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,5,0.4152542372881356,0.5104166666666666,0.45794392523364486
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,6,0.468503937007874,0.6197916666666666,0.5336322869955157
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,7,0.4942084942084942,0.6666666666666666,0.5676274944567627
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,8,0.5058365758754864,0.6770833333333334,0.5790645879732739
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,9,0.5038461538461538,0.6822916666666666,0.5796460176991151
NanoMGT,120,campylobacter_jejuni,SRR27710526,0.01,10,0.5343511450381679,0.7291666666666666,0.6167400881057268
NanoMGT,220,ecoli,ERR12533301,0.01,1,0.10576923076923077,0.2682926829268293,0.15172413793103448
NanoMGT,220,ecoli,ERR12533301,0.01,2,0.24210526315789474,0.5609756097560976,0.3382352941176471
NanoMGT,220,ecoli,ERR12533301,0.01,3,0.3135593220338983,0.9024390243902439,0.46540880503144655
NanoMGT,220,ecoli,ERR12533301,0.01,4,0.31451612903225806,0.9512195121951219,0.4727272727272727
NanoMGT,220,ecoli,ERR12533301,0.01,5,0.3577981651376147,0.9512195121951219,0.52
NanoMGT,220,ecoli,ERR12533301,0.01,6,0.35454545454545455,0.9512195121951219,0.5165562913907285
NanoMGT,220,ecoli,ERR12533301,0.01,7,0.3584905660377358,0.926829268292683,0.5170068027210885
NanoMGT,220,ecoli,ERR12533301,0.01,8,0.37623762376237624,0.926829268292683,0.5352112676056339
NanoMGT,220,ecoli,ERR12533301,0.01,9,0.3565217391304348,1.0,0.5256410256410257
NanoMGT,220,ecoli,ERR12533301,0.01,10,0.3883495145631068,0.975609756097561,0.5555555555555556
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,1,0.0990990990990991,0.24444444444444444,0.14102564102564102
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,2,0.18699186991869918,0.5111111111111111,0.2738095238095238
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,3,0.2159090909090909,0.8444444444444444,0.3438914027149321
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,4,0.26153846153846155,0.7555555555555555,0.3885714285714286
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,5,0.28125,0.8,0.4161849710982659
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,6,0.2846153846153846,0.8222222222222222,0.4228571428571428
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,7,0.2868217054263566,0.8222222222222222,0.42528735632183906
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,8,0.2835820895522388,0.8444444444444444,0.4245810055865921
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,9,0.291044776119403,0.8666666666666667,0.43575418994413406
NanoMGT,170,salmonella_enterica,SRR27136088,0.01,10,0.291044776119403,0.8666666666666667,0.43575418994413406
NanoMGT,120,ecoli,SRR26036455,0.01,1,0.014285714285714285,0.024390243902439025,0.018018018018018018
NanoMGT,120,ecoli,SRR26036455,0.01,2,0.07894736842105263,0.14634146341463414,0.10256410256410256
NanoMGT,120,ecoli,SRR26036455,0.01,3,0.15,0.2926829268292683,0.19834710743801653
NanoMGT,120,ecoli,SRR26036455,0.01,4,0.22826086956521738,0.5121951219512195,0.3157894736842105
NanoMGT,120,ecoli,SRR26036455,0.01,5,0.2631578947368421,0.6097560975609756,0.3676470588235293
NanoMGT,120,ecoli,SRR26036455,0.01,6,0.3211009174311927,0.8536585365853658,0.4666666666666667
NanoMGT,120,ecoli,SRR26036455,0.01,7,0.33663366336633666,0.8292682926829268,0.4788732394366198
NanoMGT,120,ecoli,SRR26036455,0.01,8,0.34579439252336447,0.9024390243902439,0.5
NanoMGT,120,ecoli,SRR26036455,0.01,9,0.3333333333333333,0.8780487804878049,0.4832214765100671
NanoMGT,120,ecoli,SRR26036455,0.01,10,0.3391304347826087,0.9512195121951219,0.4999999999999999
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,1,0.1625,0.28888888888888886,0.20800000000000002
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,2,0.4044943820224719,0.8,0.537313432835821
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,3,0.42857142857142855,0.8,0.5581395348837209
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,4,0.4235294117647059,0.8,0.5538461538461539
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,5,0.3445378151260504,0.9111111111111111,0.5
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,6,0.3979591836734694,0.8666666666666667,0.5454545454545454
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,7,0.32142857142857145,1.0,0.4864864864864865
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,8,0.32142857142857145,1.0,0.4864864864864865
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,9,0.2980132450331126,1.0,0.4591836734693878
NanoMGT,120,salmonella_enterica,SRR27755678,0.01,10,0.2903225806451613,1.0,0.45000000000000007
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,1,0.05,0.06666666666666667,0.05714285714285715
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,2,0.2,0.26666666666666666,0.2285714285714286
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,3,0.2692307692307692,0.4666666666666667,0.3414634146341463
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,4,0.36666666666666664,0.7333333333333333,0.4888888888888889
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,5,0.4666666666666667,0.9333333333333333,0.6222222222222223
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,6,0.45161290322580644,0.9333333333333333,0.608695652173913
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,7,0.4375,0.9333333333333333,0.5957446808510638
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,8,0.42424242424242425,0.9333333333333333,0.5833333333333333
